time,position,velocity,acceleration,KE,PE,Total_E,F_spring,F_damping,F_total,x_exact,v_exact,a_exact,error_x,error_v,error_a
0.0,1.0,0.0,-20.0,0.0,10.0,10.0,-20.0,-0.0,-20.0,1.0,0.0,-20.0,0.0,0.0,0.0
0.1,0.9296666666666666,-1.1093333333333333,-5.281333333333334,0.6153102222222222,8.64280111111111,9.258111333333332,-18.593333333333334,13.312,-5.281333333333334,0.9314435810546168,-1.1271282797663489,-5.103332263896149,0.0017769143879501348,0.0177949464330156,0.17800106943718497
0.2,0.8027490888888889,-1.3242481777777777,-0.1640036444444437,0.8768166181738823,6.444060997119411,7.320877615293294,-16.054981777777776,15.890978133333332,-0.1640036444444437,0.804066236735396,-1.3374619069975666,-0.03178185073712081,0.0013171478465071607,0.013213729219788917,0.1322217937073229
0.30000000000000004,0.6728374373762962,-1.2402061247525926,1.4257247495051857,0.7690556159369216,4.527102171351013,5.296157787287934,-13.456748747525925,14.88247349703111,1.4257247495051857,0.673567778025567,-1.2475614193154063,1.499381471273534,0.0007303406492707998,0.007355294562813697,0.07365672176834837
0.4,0.5567244378945528,-1.073898094539106,1.752288376578214,0.5766285587273612,3.0994209974900584,3.6760495562174196,-11.134488757891056,12.88677713446927,1.752288376578214,0.5570822954243434,-1.0775333130712184,1.7887538483677534,0.00035785752979056173,0.003635218532112461,0.036465471789539405
0.5,0.45800260478553356,-0.9011736666023172,1.6540319035171347,0.4060569886887322,2.0976638599033364,2.5037208485920686,-9.160052095710672,10.814083999227806,1.6540319035171347,0.4581648147145316,-0.9028537354308922,1.6709485308800751,0.0001622099289980139,0.0016800688285749654,0.016916627362940417
0.6,0.3758046555414092,-0.7460474824695371,1.4364766788062617,0.27829342304956717,1.412291391265972,1.6905848143155393,-7.516093110828184,8.952569789634445,1.4364766788062617,0.3758730768460861,-0.7467886493388395,1.4440022551443519,6.842130467693552e-05,0.0007411668693023676,0.007525576338090145
0.7,0.3079922944073531,-0.6138989030847257,1.2069409488696463,0.18843593160431474,0.9485925341430567,1.1370284657473715,-6.159845888147062,7.366786837016709,1.2069409488696463,0.3080182344356195,-0.6142127049401299,1.2101877705691695,2.5940028266391302e-05,0.00031380185540419436,0.0032468216995231725
0.7999999999999999,0.2522792438762698,-0.503776355603797,0.9997313897201678,0.12689530823272166,0.6364481689078243,0.763343477140546,-5.045584877525396,6.045316267245564,0.9997313897201678,0.2522867818363437,-0.5039026384168823,1.0010960242757143,7.537960073855654e-06,0.00012628281308535438,0.0013646345555464734
0.8999999999999999,0.20659280853281492,-0.4128923175098513,0.8228516394619163,0.08524003292932793,0.42680588537476327,0.5120459183040912,-4.131856170656299,4.954707810118215,0.8228516394619163,0.20659275782596154,-0.4129386960437497,0.8234091960057658,5.070685338282033e-08,4.6378533898439045e-05,0.0005575565438494801
0.9999999999999999,0.1691606871214605,-0.33821138690950403,0.6753229004848382,0.057193471117625114,0.28615338067404655,0.3433468517916717,-3.38321374242921,4.058536642914048,0.6753229004848382,0.16915775406332528,-0.3382247082671256,0.6755414179390015,2.9330581352293716e-06,1.3321357621554064e-05,0.0002185174541632362
1.0999999999999999,0.13850359386667063,-0.27696594248330986,0.5535194324663055,0.03835506664783405,0.19183245513983643,0.2301875217876705,-2.7700718773334128,3.3235913097997183,0.5535194324663055,0.13849977252771983,-0.2769661416538592,0.5535982492919135,3.821338950799058e-06,1.9917054933094036e-07,7.881682560795245e-05
1.2,0.11339979682164054,-0.22678412667451933,0.45341358366142126,0.025715520055762216,0.12859513919189355,0.15431065924765577,-2.267995936432811,2.721409520094232,0.45341358366142126,0.1133959055586773,-0.22677952269264795,0.4534361611382294,3.891262963240383e-06,4.603981871381668e-06,2.2577476808116614e-05
1.3,0.09284505155230516,-0.18568430299132466,0.3713106048497927,0.01723933018868703,0.08620203597750202,0.10344136616618904,-1.8569010310461032,2.228211635895896,0.3713106048497927,0.0928414076855656,-0.18567829471231725,0.3713113828364949,3.643866739552748e-06,6.008279007402306e-06,7.779867021717735e-07
1.4000000000000001,0.07601566025387423,-0.1520291454652663,0.30403654050571105,0.01155643053544955,0.05778380603832434,0.06934023657377389,-1.5203132050774846,1.8243497455831956,0.30403654050571105,0.07601237039934267,-0.15202307774124713,0.3040295249081122,3.2898545315601657e-06,6.067724019176435e-06,7.015597598858392e-06
1.5000000000000002,0.062236675547544966,-0.12447253545415912,0.24893691449901012,0.00774670604119345,0.038734037832103815,0.046480743873297266,-1.2447335109508992,1.4936704254499094,0.24893691449901012,0.06223375898424978,-0.12446690616385855,0.24892769428130707,2.9165632951869136e-06,5.629290300568357e-06,9.220217703054256e-06
1.6000000000000003,0.05095528606751028,-0.1019102662696715,0.2038174738858527,0.005192851185577673,0.02596441178221807,0.031157262967795744,-1.0191057213502055,1.2229231952360582,0.2038174738858527,0.05095272683916406,-0.10190522860797868,0.20380820651246298,2.559228346216136e-06,5.037661692824935e-06,9.267373389715283e-06
1.7000000000000004,0.041718808178337605,-0.08343750165716933,0.16687385631927976,0.003480908341395067,0.017404589558209286,0.020885497899604352,-0.8343761635667521,1.001250019886032,0.16687385631927976,0.04171657710056327,-0.08343307140237216,0.16686531481720057,2.231077774333956e-06,4.430254797169186e-06,8.541502079184582e-06
1.8000000000000005,0.034156585244543534,-0.06831312747677236,0.13662582483039754,0.0023333416928288755,0.01166672315567769,0.014000064848506565,-0.6831317048908707,0.8197575297212683,0.13662582483039754,0.03415464925162073,-0.06830926804328198,0.13661823148696906,1.9359929228010553e-06,3.8594334903774286e-06,7.5933434284802814e-06
1.9000000000000006,0.027965137278299,-0.05593025842697998,0.11186035555777973,0.0015640969038543827,0.007820489029941084,0.009384585933795467,-0.55930274556598,0.6711631011237598,0.11186035555777973,0.027963463419507853,-0.05592691563342283,0.11185371921091691,1.673858791146482e-06,3.3427935571539447e-06,6.636346862820552e-06
2.0000000000000004,0.022895990955642147,-0.04579197586267754,0.09158389123928756,0.0010484525267040212,0.00524226401840847,0.006290716545112492,-0.45791981911284296,0.5495037103521305,0.09158389123928756,0.0228945480956293,-0.045789092068951355,0.09157814291483027,1.4428600128464641e-06,2.883793726184136e-06,5.748324457294229e-06
2.1000000000000005,0.018745711330578802,-0.03749142039293007,0.07498281810358476,0.0007028033015397063,0.0035140169328939045,0.004216820234433611,-0.37491422661157603,0.4498970447151608,0.07498281810358476,0.018744470836033103,-0.03748894015555412,0.07497786514598738,1.2404945456991057e-06,2.4802373759513774e-06,4.952957597378904e-06
2.2000000000000006,0.01534773884920024,-0.03069547684781515,0.061390945189777,0.00047110614945737795,0.0023555308778325026,0.0028266370272898808,-0.3069547769840048,0.3683457221737818,0.061390945189777,0.015346674809098829,-0.03069334906030404,0.061386692541671894,1.064040101410313e-06,2.12778751110948e-06,4.252648105107504e-06
2.3000000000000007,0.012565705434314341,-0.025131410549659186,0.05026281790962339,0.0003157938981077605,0.0015789695306195697,0.0018947634287273302,-0.25131410868628684,0.30157692659591023,0.05026281790962339,0.01256479465513726,-0.025129589105036924,0.05025917615769793,9.1077917708203e-07,1.821444622261692e-06,3.641751925465009e-06
2.400000000000001,0.010287961913613137,-0.02057592370761271,0.041151846219089794,0.0002116843182107494,0.0010584216033595448,0.0012701059215702941,-0.20575923827226272,0.24691108449135252,0.041151846219089794,0.010287183801837185,-0.02057436752817168,0.04114873430131645,7.781117759512318e-07,1.556179441031258e-06,3.11191777334352e-06
2.500000000000001,0.008423097357373427,-0.01684619466989177,0.03369238889123269,0.00014189713742794493,0.0007094856909179121,0.0008513828283458571,-0.16846194714746854,0.20215433603870123,0.03369238889123269,0.008422433745384832,-0.016844867462993778,0.03368973464822868,6.636119885949227e-07,1.3272068979906793e-06,2.6542430040105147e-06
2.600000000000001,0.006896270578881499,-0.013792541140942341,0.027585082113678133,9.511709556229353e-05,0.00047558547897146557,0.0005707025745337591,-0.13792541157762997,0.1655104936913081,0.027585082113678133,0.00689570552467368,-0.013791411039129182,0.027582821976076585,5.650542078189033e-07,1.1301018131588264e-06,2.2601376015486674e-06
